x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,k
389.77744994648594,388.59970495183734,387.42195995718873,386.2442149625401,385.0664699678916,383.888724973243,382.71097997859437,381.5332349839458,380.3554899892972,379.1777449946486,84.90802376947249
382.99643101729765,382.4967879155679,381.99714481383813,381.4975017121084,380.99785861037856,380.4982155086488,379.99857240691904,379.4989293051893,378.9992862034595,378.49964310172976,200.14286128198324
384.39391142649777,383.754520283848,383.1151291411982,382.4757379985485,381.8363468558987,381.19695571324894,380.55756457059914,379.91817342794934,379.27878228529954,378.6393911426498,156.398788362281
385.7082164525905,384.93739480733143,384.1665731620724,383.39575151681333,382.6249298715543,381.85410822629524,381.0832865810362,380.31246493577714,379.5416432905181,378.77082164525905,129.73169683940733
402.269648558316,399.8426837024844,397.4157188466528,394.9887539908212,392.56178913498957,390.134824279158,387.7078594233264,385.2808945674948,382.8539297116632,380.4269648558316,41.2037280884873
402.2724903159537,399.8452412843583,397.41799225276293,394.9907432211676,392.5634941895722,390.1362451579768,387.70899612638146,385.2817470947861,382.8544980631907,380.42724903159535,41.198904067240534
424.26048204439184,419.63443383995264,415.00838563551343,410.3823374310743,405.7562892266351,401.1302410221959,396.50419281775675,391.87814461331755,387.25209640887834,382.6260482044392,21.616722433639893
383.457465819273,382.9117192373457,382.36597265541843,381.8202260734911,381.2744794915638,380.7287329096365,380.1829863277092,379.6372397457819,379.0914931638546,378.5457465819273,183.23522915498702
385.67913488373375,384.91122139536037,384.14330790698705,383.3753944186136,382.6074809302403,381.8395674418669,381.0716539534935,380.30374046512014,379.53582697674676,378.7679134883734,130.22300234864176
384.5956745388899,383.9361070850009,383.2765396311119,382.6169721772229,381.9574047233339,381.2978372694449,380.638269815556,379.97870236166693,379.319134907778,378.659567453889,151.6145155592091
448.83708752018845,441.75337876816957,434.6696700161508,427.5859612641319,420.50225251211305,413.4185437600942,406.3348350080754,399.2511262560565,392.1674175040377,385.0837087520189,14.11689885916049
382.9023940590446,382.41215465314013,381.9219152472357,381.4316758413312,380.94143643542674,380.4511970295223,379.96095762361784,379.4707182177134,378.9804788118089,378.49023940590445,203.98197043239887
383.66609065430555,383.09948158887505,382.53287252344444,381.9662634580139,381.39965439258333,380.8330453271528,380.2664362617222,379.69982719629166,379.1332181308611,378.56660906543055,176.48852816008434
397.05930071605616,395.15337064445055,393.2474405728449,391.3415105012393,389.43558042963366,387.52965035802805,385.62372028642244,383.71779021481683,381.8118601432112,379.9059300716056,52.46782213565523
399.56799614915184,397.41119653423664,395.2543969193215,393.0975973044063,390.9407976894911,388.78399807457595,386.62719845966075,384.47039884474555,382.31359922983034,380.1567996149152,46.364993441420125
399.42203680271535,397.27983312244385,395.1376294421723,392.9954257619008,390.8532220816292,388.7110184013577,386.56881472108614,384.42661104081463,382.28440736054307,380.14220368027156,46.68090197068676
392.11463511022066,390.7031715991986,389.2917080881765,387.88024457715443,386.4687810661324,385.05731755511033,383.64585404408825,382.2343905330662,380.82292702204415,379.4114635110221,70.84844859190754
386.6993371884515,385.82940346960635,384.9594697507612,384.08953603191605,383.2196023130709,382.34966859422576,381.4797348753806,380.60980115653547,379.7398674376903,378.8699337188452,114.95128632644757
388.37462740892636,387.33716466803367,386.2997019271411,385.2622391862484,384.2247764453558,383.1873137044631,382.14985096357054,381.1123882226779,380.0749254817853,379.03746274089264,96.38900372842315
392.6529103496205,391.1876193146585,389.7223282796964,388.25703724473436,386.7917462097723,385.32645517481023,383.8611641398482,382.39587310488616,380.9305820699241,379.46529103496204,68.24582803960838
385.5545488126894,384.7990939314205,384.0436390501515,383.2881841688826,382.5327292876136,381.7772744063447,381.0218195250758,380.2663646438068,379.5109097625379,378.7554548812689,132.37057894447588
404.3860791204273,401.7474712083846,399.10886329634184,396.4702553842991,393.83164747225635,391.19303956021366,388.5544316481709,385.9158237361282,383.2772158240855,380.63860791204274,37.89877213040837
392.6137021911811,391.152331972063,389.6909617529449,388.22959153382675,386.7682213147086,385.30685109559056,383.84548087647244,382.3841106573543,380.92274043823625,379.4613702191181,68.42892970704364
390.00878534028664,388.80790680625796,387.6070282722293,386.4061497382006,385.205271204172,384.0043926701433,382.80351413611464,381.60263560208597,380.40175706805735,379.2008785340287,83.27236865873834
387.8800564268512,386.89205078416603,385.90404514148094,384.91603949879584,383.9280338561107,382.9400282134256,381.9520225707405,380.96401692805534,379.97601128537025,378.9880056426851,101.21399684340719
383.9867623484521,383.3880861136069,382.7894098787617,382.1907336439165,381.5920574090713,380.9933811742261,380.39470493938086,379.7960287045356,379.19735246969043,378.59867623484524,167.03519227860272
398.02613152561077,396.0235183730497,394.0209052204886,392.0182920679275,390.01567891536644,388.01306576280535,386.01045261024433,384.00783945768325,382.00522630512216,380.0026131525611,49.93475643167195
386.8615647319541,385.9754082587587,385.0892517855633,384.2030953123679,383.3169388391725,382.43078236597705,381.54462589278165,380.65846941958625,379.7723129463908,378.8861564731954,112.84688768272233
385.78313606563574,385.00482245907216,384.2265088525086,383.44819524594504,382.66988163938146,381.8915680328179,381.1132544262543,380.3349408196907,379.5566272131272,378.7783136065636,128.4829137724085
429.8401099486774,424.6560989538097,419.472087958942,414.2880769640742,409.1040659692065,403.9200549743387,398.736043979471,393.5520329846032,388.3680219897355,383.1840109948678,19.290082543999546
385.60404402154677,384.8436396193921,384.0832352172374,383.32283081508274,382.56242641292806,381.8020220107734,381.0416176086187,380.28121320646403,379.52080880430935,378.7604044021547,131.50897038028768
400.67325640568066,398.4059307651126,396.13860512454454,393.8712794839765,391.6039538434084,389.3366282028403,387.06930256227224,384.8019769217042,382.5346512811361,380.26732564056806,44.10482473745831
421.45876376209526,417.11288738588576,412.76701100967625,408.4211346334667,404.07525825725713,399.72938188104763,395.3835055048381,391.03762912862857,386.69175275241906,382.3458763762095,23.010318597055903
383.0055785307981,382.5050206777183,382.0044628246385,381.50390497155865,381.00334711847887,380.50278926539903,380.00223141231925,379.5016735592394,379.0011157061596,378.50055785307984,199.77710745066665
382.9230428316285,382.4307385484657,381.9384342653028,381.44612998213995,380.9538256989771,380.4615214158143,379.9692171326514,379.47691284948854,378.98460856632573,378.49230428316287,203.12640661491187
383.824808302322,383.24232747208987,382.65984664185765,382.07736581162544,381.4948849813932,380.912404151161,380.32992332092886,379.7474424906966,379.1649616604644,378.5824808302322,171.67946962329222
392.0998473117819,390.68986258060374,389.27987784942553,387.8698931182473,386.45990838706916,385.04992365589095,383.63993892471274,382.2299541935346,380.81996946235637,379.4099847311782,70.92275383467414
411.8587961149107,408.47291650341964,405.08703689192856,401.7011572804375,398.3152776689464,394.92939805745533,391.54351844596425,388.15763883447323,384.77175922298215,381.3858796114911,29.534422801276776
384.80982715222115,384.12884443699903,383.4478617217769,382.7668790065548,382.0858962913327,381.4049135761106,380.72393086088846,380.04294814566634,379.36196543044423,378.6809827152221,146.84660530243139
388.20090699090946,387.18081629181853,386.16072559272754,385.1406348936366,384.1205441945457,383.10045349545476,382.0803627963638,381.06027209727284,380.0401813981819,379.02009069909093,98.03049874792026
407.0633067963714,404.15697611673426,401.2506454370971,398.34431475746,395.4379840778228,392.5316533981857,389.62532271854855,386.71899203891144,383.8126613592743,380.9063306796371,34.40764696895577
387.1713348589534,386.2542013730581,385.33706788716273,384.41993440126737,383.50280091537206,382.5856674294767,381.66853394358134,380.75140045768603,379.83426697179067,378.9171334858953,109.03538202225404
437.24976446942753,431.32478802248477,425.399811575542,419.47483512859924,413.54985868165653,407.62488223471377,401.699905787771,395.77492934082824,389.84995289388553,383.92497644694276,16.87770422304368
383.21202299999595,382.6908206999964,382.1696183999968,381.6484160999972,381.1272137999976,380.606011499998,380.0848091999984,379.5636068999988,379.0424045999992,378.5212022999996,191.8640804157564
394.19275956327,392.573483606943,390.95420765061596,389.33493169428897,387.715655737962,386.096379781635,384.477103825308,382.85782786898096,381.238551912654,379.619275956327,61.75599632000338
385.0173243838027,384.3155919454224,383.61385950704215,382.9121270686619,382.2103946302816,381.50866219190135,380.8069297535211,380.1051973151408,379.40346487676055,378.7017324383803,142.5044568707964
391.82318742919574,390.44086868627613,389.0585499433566,387.676231200437,386.2939124575174,384.91159371459787,383.52927497167826,382.1469562287587,380.76463748583916,379.38231874291955,72.3422152178822
386.7708831477155,385.89379483294397,385.01670651817244,384.13961820340086,383.26252988862933,382.38544157385775,381.5083532590862,380.6312649443147,379.7541766295431,378.8770883147715,114.01360423556216
386.3792757944489,385.54134821500406,384.70342063555916,383.86549305611425,383.02756547666934,382.18963789722443,381.3517103177796,380.51378273833467,379.6758551588898,378.8379275794449,119.34205586865593
399.2897813192926,397.16080318736334,395.03182505543407,392.9028469235048,390.7738687915756,388.6448906596463,386.51591252771703,384.38693439578776,382.25795626385855,380.1289781319293,46.97089110510541
382.9039578116851,382.4135620305166,381.923166249348,381.43277046817957,380.942374687011,380.4519789058425,379.961583124674,379.4711873435055,378.980791562337,378.4903957811685,203.91692555291172
384.05963047213766,383.4536674249239,382.8477043777101,382.2417413304964,381.6357782832826,381.0298152360688,380.42385218885505,379.81788914164133,379.21192609442755,378.6059630472138,165.02656467222292
383.05306250464105,382.54775625417693,382.0424500037128,381.53714375324876,381.03183750278464,380.5265312523205,380.0212250018564,379.5159187513923,379.01061250092823,378.5053062504641,197.8997883128378
383.2919721235175,382.7627749111657,382.233577698814,381.70438048646224,381.1751832741105,380.6459860617588,380.116788849407,379.58759163705525,379.05839442470347,378.52919721235173,188.96547008552977
385.7172405672479,384.94551651052313,384.17379245379834,383.40206839707355,382.63034434034876,381.85862028362396,381.08689622689917,380.3151721701744,379.5434481134496,378.7717240567248,129.57999576221704
383.1446985832288,382.6302287249059,382.11575886658306,381.60128900826015,381.0868191499373,380.5723492916144,380.05787943329153,379.5434095749686,379.02893971664577,378.51446985832285,194.37484700462338
414.10303753574726,410.49273378217254,406.8824300285978,403.2721262750231,399.66182252144836,396.05151876787363,392.4412150142989,388.8309112607242,385.22060750714945,381.6103037535747,27.6985004103839
398.3266193052108,396.2939573746897,394.2612954441686,392.22863351364754,390.1959715831265,388.1633096526054,386.1306477220843,384.09798579156325,382.06532386104215,380.0326619305211,49.19657248382904
